M2,f0,z,DM_over_rd,DH_over_rd
3.0,0.005,1.9295312500000001,35.432259097666055,10.30925815184926
3.0,0.005,1.9659375000000001,35.80440134336473,10.13460770627541
3.0,0.005,2.00234375,36.17026838175381,9.9645257331245
3.0,0.005,2.0387500000000003,36.53002355086008,9.798848363700742
3.0,0.005,2.07515625,36.883824641474824,9.63743472586514
3.0,0.005,2.1115625000000002,37.231824772703504,9.480169049787394
3.0,0.005,2.14796875,37.57417152240154,9.326862693281104
3.0,0.005,2.184375,37.91100775334078,9.177445272479426
3.0,0.005,2.22078125,38.2424723963663,9.03177116840762
3.0,0.005,2.2571875,38.56869905548488,8.889693366861861
3.0,0.005,2.29359375,38.889817248125425,8.751134383348559
3.0,0.005,2.33,39.205952975089076,8.61597851422536
3.0,0.01,0.0,0.0,30.33709947476515
3.0,0.01,0.03640625,1.0947197286754924,29.80201008337348
3.0,0.01,0.0728125,2.1698131902458004,29.258918277570476
3.0,0.01,0.10921875,3.2250266273496124,28.709888567617487
3.0,0.01,0.145625,4.26017813035851,28.156803443171672
3.0,0.01,0.18203125,5.275157321969775,27.601710087404324
3.0,0.01,0.2184375,6.26992001746863,27.046197648155125
3.0,0.01,0.25484375000000004,7.24448308026489,26.492030694300244
3.0,0.01,0.29125,8.198922762776293,25.940707229073034
3.0,0.01,0.32765625,9.133364901126555,25.393453160984304
3.0,0.01,0.3640625,10.047982710935852,24.8516454036466
3.0,0.01,0.40046875000000004,10.942992027432041,24.316248378118186
3.0,0.01,0.436875,11.8186449371129,23.78828914941408
3.0,0.01,0.47328125,12.675226024094455,23.26852592940094
3.0,0.01,0.5096875000000001,13.513045847751833,22.75762747323604
3.0,0.01,0.54609375,14.332437715019246,22.256174677076856
3.0,0.01,0.5825,15.133754530525922,21.764663256337066
3.0,0.01,0.61890625,15.91736576077108,21.283507332238273
3.0,0.01,0.6553125,16.68365080066088,20.812838206772316
3.0,0.01,0.69171875,17.432998721430224,20.353056153088307
3.0,0.01,0.728125,18.165804509064873,19.904085828557694
3.0,0.01,0.76453125,18.882465882142988,19.466152692471944
3.0,0.01,0.8009375000000001,19.583384344434894,19.039239227426595
3.0,0.01,0.83734375,20.268960149111724,18.62329424838198
3.0,0.01,0.87375,20.939591139266238,18.218236541222257
3.0,0.01,0.91015625,21.59567171809558,17.823958347256774
3.0,0.01,0.9465625,22.237591942732536,17.440328671425856
3.0,0.01,0.9829687500000001,22.865736735012685,17.067196398041574
3.0,0.01,1.0193750000000001,23.480485201974837,16.70439320331256
3.0,0.01,1.0557812500000001,24.08220793766422,16.351619744430273
3.0,0.01,1.0921875,24.67126797040541,16.008759736631053
3.0,0.01,1.12859375,25.248021458266397,15.675552042856788
3.0,0.01,1.165,25.81281543880913,15.351756759490724
3.0,0.01,1.20140625,26.36598811769962,15.03712860445025
3.0,0.01,1.2378125,26.907869746127975,14.731475875734093
3.0,0.01,1.27421875,27.438780770253818,14.434451629891736
3.0,0.01,1.310625,27.959032160443098,14.145882251751123
3.0,0.01,1.3470312500000001,28.46892724847559,13.865521725999601
3.0,0.01,1.3834375,28.968760287836858,13.593117346207327
3.0,0.01,1.41984375,29.458816442942396,13.328422505084117
3.0,0.01,1.45625,29.939372014026354,13.071196850601233
3.0,0.01,1.49265625,30.410694666888766,12.82120639677569
3.0,0.01,1.5290625,30.8730436659443,12.578223594258036
3.0,0.01,1.56546875,31.326670109195216,12.342027365448848
3.0,0.01,1.6018750000000002,31.771817163915806,12.11240310847182
3.0,0.01,1.6382812500000001,32.20872030198653,11.889142673954447
3.0,0.01,1.6746875,32.637607533953314,11.672044318211809
3.0,0.01,1.71109375,33.05869964101218,11.460912636095117
3.0,0.01,1.7475,33.47220923742381,11.255494377075912
3.0,0.01,1.78390625,33.87834199954313,11.05566165351342
3.0,0.01,1.8203125,34.27729812863078,10.86124157533601
3.0,0.01,1.85671875,34.66927021791029,10.671989080362234
3.0,0.01,1.893125,35.05444446488438,10.48779787787093
3.0,0.01,1.9295312500000001,35.43300164173681,10.308476215309536
3.0,0.01,1.9659375000000001,35.80511605010659,10.1338603818287
3.0,0.01,2.00234375,36.17095648103155,9.963811359971748
3.0,0.01,2.0387500000000003,36.53068621348333,9.798165358409264
3.0,0.01,2.07515625,36.88446298193296,9.636781577879633
3.0,0.01,2.1115625000000002,37.23243985174349,9.479544317291172
3.0,0.01,2.14796875,37.57476434963732,9.326265009065084
3.0,0.01,2.184375,37.911579289716556,9.176873330051851
3.0,0.01,2.22078125,38.2430235564658,9.031223727417261
3.0,0.01,2.2571875,38.56923070988394,8.889169250059618
3.0,0.01,2.29359375,38.890330225563325,8.750632469666684
3.0,0.01,2.33,39.20644806452365,8.615497739312058
3.0,0.015,0.0,0.0,30.35859267730796
3.0,0.015,0.03640625,1.0954388170158813,29.82002044631126
3.0,0.015,0.0728125,2.1711316248049783,29.273833372145578
3.0,0.015,0.10921875,3.2268383543799852,28.722072801932033
3.0,0.015,0.145625,4.262389901344091,28.16659587249094
3.0,0.015,0.18203125,5.2776877129466895,27.60942124559172
3.0,0.015,0.2184375,6.272698417368145,27.052111014471038
3.0,0.015,0.25484375000000004,7.247448677951522,26.49640115491612
3.0,0.015,0.29125,8.20202353634516,25.943762739670106
3.0,0.015,0.32765625,9.136556674168004,25.39539676304405
3.0,0.015,0.3640625,10.051228247014878,24.852655307513825
3.0,0.015,0.40046875000000004,10.94626018546524,24.31648122538158
3.0,0.015,0.436875,11.821909903040767,23.7878809418577
3.0,0.015,0.47328125,12.6784666069152,23.267594635793486
3.0,0.015,0.5096875000000001,13.516244854170594,22.756274741326887
3.0,0.015,0.54609375,14.335581386040829,22.25448752450579
